title,amenities,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time
The Best of the Best in the City of Maple Valley! Save Big!,"Cable or Satellite,Clubhouse,Dishwasher,Gym,Internet Access,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer",2.0,2.0,No,Yes,,1930.0,996,Maple Valley,WA,47.40072512188321,-122.03807453624398,RentDigs.com,1568776460
"Apartment in quiet area, spacious with big kitchen","Patio/Deck,Storage",1.0,1.0,No,No,,2111.0,715,Arlington,VA,38.91086635255434,-77.11643635621014,RentDigs.com,1550840800
Extra large 1 BR duplex condominium located on the Waterfront.,"AC,Gym,Storage,Wood Floors",1.0,1.0,No,Yes,,2200.0,803,Boston,MA,42.31859949086205,-71.09454014865959,RentDigs.com,1568746152
Rent Specials on select units for end of year. Cat OK!,"Gym,Storage",1.0,1.0,No,Yes,Cats,1259.0,872,Bensenville,IL,41.95729169585827,-87.9761742424904,RentDigs.com,1544209476
"Fayetteville, Great Location, Two BR Apartment. Single Car Garage!","Gym,Parking,Pool,Storage",2.0,2.0,No,Yes,,1395.0,1006,Fayetteville,GA,33.45990023882942,-84.47073900454608,RentDigs.com,1544285163
Two BR Apartment - Welcome Home Welcome to Gaston Commons.,,1.0,2.0,No,Yes,,1150.0,850,Dallas,TX,32.82354839572191,-96.78499731227288,RentDigs.com,1568762502
"Apartment only for $1,974/mo. You Can Stop Looking Now!",,2.0,5.0,No,No,,1974.0,1628,Redmond,WA,47.62743063015794,-121.98294339694974,RentDigs.com,1568778995
"Apartment in quiet area, spacious with big kitchen",Parking,2.0,2.0,No,Thumbnail,,2024.0,1098,Alexandria,VA,38.78508099137168,-77.07173267419189,RentDigs.com,1550846864
Super Cute! Apartment for Rent!,Storage,1.0,2.0,No,Yes,,2885.0,690,Los Angeles,CA,34.10810339329699,-118.33736698541712,RentDigs.com,1568756374
"Charming One BR, One BA",,1.0,1.0,No,Thumbnail,,765.0,580,Cleveland,OH,41.50481021229295,-81.58210181387088,RentDigs.com,1568752791
"Apartment in quiet area, spacious with big kitchen",,2.0,2.0,No,Yes,,2245.0,1249,Bothell,WA,47.77056291830362,-122.219918441175,RentDigs.com,1568769423
Beautiful El Cajon Apartment for rent. Parking Available!,"Gated,Parking,Refrigerator,Washer Dryer",2.0,2.0,No,Yes,,1350.0,850,El Cajon,CA,32.76321048046629,-116.9803310087393,RentDigs.com,1544285521
Over 500 sf in Los Angeles,Parking,1.0,2.0,No,Yes,,2207.0,500,Los Angeles,CA,34.04356931795093,-118.24231149322458,RentDigs.com,1568745606
5903 Danny Kaye Dr,"Dishwasher,Garbage Disposal,Refrigerator",1.0,1.0,No,Thumbnail,,650.0,775,San Antonio,TX,29.47110465354527,-98.5781893709362,GoSection8,1563399198
Located in the desirable community of.,"Parking,Patio/Deck",1.0,2.0,No,Yes,,2750.0,955,Corona Del Mar,CA,33.62831192129974,-117.83958187216386,RentDigs.com,1550862327
Lease Spacious 1+1. Approx 797 sf of Living Space!,,1.0,1.0,No,Thumbnail,,1405.0,797,Flower Mound,TX,32.99719867461507,-97.0608257262981,RentDigs.com,1550830297
Englewood Value!,"Gym,Parking,Pool",2.0,2.0,No,No,,3995.0,1503,Englewood,NJ,40.91347027850081,-73.99404051025577,RentDigs.com,1568763363
"$1,356 / One BR - Great Deal. MUST SEE!",,1.0,1.0,No,Thumbnail,"Cats,Dogs",1356.0,886,Atlanta,GA,33.77427018886837,-84.35949749295932,RentDigs.com,1550837354
Oaks at Bonham,"Parking,Playground,Refrigerator",1.0,2.0,Yes,Thumbnail,,875.0,696,Houston,TX,29.747982608563824,-95.16690945746362,tenantcloud,1576009889
Two BR Apartment - s of Montour Run in Coraopolis.,"AC,Clubhouse,Dishwasher,Fireplace,Gym,Patio/Deck,Playground,Pool,Washer Dryer",2.0,2.0,No,No,,1312.0,1045,Coraopolis,PA,40.5210081475245,-80.17608726801791,RentDigs.com,1568778255
Apartment in prime location,"Dishwasher,Parking,Patio/Deck,Storage,Washer Dryer",1.0,2.0,No,Thumbnail,,1885.0,950,Weymouth,MA,42.20325202265688,-70.94874739713356,RentDigs.com,1568757263
"Attractive Two BR, Two BA. Single Car Garage!","AC,Cable or Satellite,Dishwasher,Elevator,Gated,Gym,Hot Tub,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,Washer Dryer",2.0,2.0,No,Thumbnail,"Cats,Dogs",3240.0,941,Los Angeles,CA,34.06489457831874,-118.31228788243084,RentDigs.com,1568751175
One BR - Apartments in Mesquite. $920/mo,"Hot Tub,Storage,Washer Dryer",1.0,1.0,No,Thumbnail,,920.0,726,Mesquite,TX,32.83844411846669,-96.62127468359613,RentDigs.com,1550862983
One BR 1586 - 1588 Indianola Ave,"Cable or Satellite,Refrigerator",1.0,1.0,No,Thumbnail,Cats,720.0,400,Columbus,OH,39.96429160094576,-83.00428025174115,RentLingo,1575637686
Prominence Apartments Two BR Luxury Apartment Homes,"Clubhouse,Fireplace,Gym,Playground,Pool,Refrigerator,Tennis,Washer Dryer",2.0,2.0,No,Thumbnail,"Cats,Dogs",1225.0,1366,Atlanta,GA,33.80729354900912,-84.36912368964387,RentDigs.com,1550835431
Beautiful Somerdale Apartment for rent,Parking,1.0,1.0,No,Thumbnail,,895.0,700,Somerdale,NJ,39.851593574546,-75.04132739473162,RentDigs.com,1568776789
"Welcome to Brookwood Apartments, in Wichita, Kansas!",Storage,1.0,1.0,No,Thumbnail,"Cats,Dogs",614.0,680,Wichita,KS,37.64252867618944,-97.24143818172872,RentDigs.com,1550828218
"Two BR - The Willows Apartment homes is a great, convenient.","Gym,Parking,Patio/Deck,Storage,Washer Dryer",1.0,2.0,No,Yes,,1010.0,1058,Peoria,IL,40.71048696368421,-89.58754916009347,RentDigs.com,1544244817
Prominence Apartments Two BR Luxury Apartment Homes,"Storage,Wood Floors",1.0,2.0,No,Thumbnail,,2300.0,1259,Somerville,MA,42.388200813070114,-71.11691595576396,RentDigs.com,1568753719
"Lewisville, prime location One BR, Apartment","Clubhouse,Gym,Internet Access,Pool,TV,Washer Dryer",1.0,1.0,No,Thumbnail,"Cats,Dogs",1023.0,592,Lewisville,TX,33.04636307128318,-97.02335834646992,RentDigs.com,1550842711
Studio apartment 5740 San Felipe,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,0.0,No,Thumbnail,"Cats,Dogs",1150.0,525,Houston,TX,29.76616366810046,-95.46806258705227,RentLingo,1577358279
"Move-in condition, Two BR Two BA. Parking Available!",Parking,2.0,2.0,No,Yes,,900.0,1267,Las Vegas,NV,36.15306651987253,-115.14907311790913,RentDigs.com,1550858669
"When you lease an, you ll never loss for space.","AC,Patio/Deck",2.0,2.0,No,Yes,,2900.0,1451,Hackensack,NJ,40.89802176281526,-74.05551354443725,RentDigs.com,1568782250
Birmingham is the Place to be! Come Home Today!,"Gym,Pool",1.0,1.0,No,Thumbnail,"Cats,Dogs",954.0,816,Birmingham,AL,33.40015028440516,-86.71680051072356,ListedBuy,1563894412
Two BR Apartment - Imagine a where you can really to Parque Rio.,,1.5,2.0,No,No,,1090.0,1418,Dallas,TX,32.83150855585031,-96.69803249467364,RentDigs.com,1568754153
"Average Rent $1,419 a month - That's a STEAL!","Gym,Parking,Playground,Storage",1.0,1.0,No,Yes,,1419.0,801,Lewisville,TX,33.11236453509075,-97.0647788643792,RentDigs.com,1550846463
Apartment for rent in East Lansing. Parking Available!,"AC,Cable or Satellite,Dishwasher,Parking,Refrigerator",1.0,1.0,No,Yes,,650.0,600,East Lansing,MI,42.70634805484306,-84.5022395050634,RentDigs.com,1544235349
Two BA \ Fairborn \ $962/mo - must see to believe. Washer/Dryer Hookups!,"AC,Gym,Parking,Patio/Deck,Pool,Storage,Washer Dryer",2.0,3.0,No,Thumbnail,,962.0,1159,Fairborn,OH,39.78240481034352,-84.03285308442567,RentDigs.com,1568771306
Three BR 5400 Windy Meadow Dr.,"Patio/Deck,Refrigerator,Storage",2.0,3.0,No,Thumbnail,"Cats,Dogs",1725.0,2166,Arlington,TX,32.70638920708081,-97.11309311553096,RentLingo,1577016705
"Dallas, Two BR, One BA for rent",,1.0,2.0,No,Yes,,1730.0,962,Dallas,TX,32.81680207725655,-96.82120613466962,RentDigs.com,1568751595
Super Cute! Apartment for Rent!,Pool,2.0,3.0,No,Thumbnail,,1152.0,1290,Knightdale,NC,35.813895808198886,-78.48842608185386,RentDigs.com,1568763053
One BR Apartment in Quiet Building - Pasadena,"Pool,View",1.0,1.0,No,Yes,"Cats,Dogs",2245.0,594,Pasadena,CA,34.127671085883435,-118.14183564274292,RentDigs.com,1568780665
Pet Friendly 1+1 Apartment in Plano. Pet OK!,"Patio/Deck,Pool",1.0,1.0,No,Thumbnail,"Cats,Dogs",1145.0,647,Plano,TX,32.97609807295677,-96.73575909796052,RentDigs.com,1550851363
"$1,500 / One BR - Great Deal. MUST SEE!",Parking,1.0,1.0,No,Thumbnail,,1500.0,760,Charlotte,NC,35.206599734164186,-80.81829110097327,RentDigs.com,1550817738
"Bright Columbus, Two BR, One BA for rent","Parking,Playground,Pool,Storage",1.0,2.0,No,Yes,,1225.0,1157,Columbus,OH,40.093630359933215,-82.98524161777752,RentDigs.com,1550853713
Outstanding Opportunity To Live At The Rocky Hill City Club. Pet OK!,"Gym,Parking,Pool,Storage",1.0,2.0,No,Yes,"Cats,Dogs",1252.0,960,Rocky Hill,CT,41.62340991240627,-72.66214242958341,RentDigs.com,1568778244
"One BR, One BA, safe neighborhood","Parking,Storage",1.0,1.0,No,No,,1995.0,780,Redmond,WA,47.69655123974716,-122.09637626422504,RentDigs.com,1568778749
$825/mo - One BR - Apartment - in a great area. Pet OK!,Parking,1.0,1.0,No,Thumbnail,"Cats,Dogs",825.0,790,Las Vegas,NV,36.10591405841548,-115.11239827765752,RentDigs.com,1550864030
Super Cute! Apartment for Rent!,"Clubhouse,Gated,Gym,Parking,Pool,Storage",2.0,2.0,No,Yes,,1800.0,1241,Houston,TX,29.69721287950211,-95.36483457849282,RentDigs.com,1544192606
Lease Spacious 1+1. Approx 750 sf of Living Space!,"AC,Basketball,Cable or Satellite,Dishwasher,Gym,Patio/Deck,Playground,Refrigerator,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",925.0,750,Randallstown,MD,39.347097793602245,-76.79132398472294,RentDigs.com,1568780632
One BR Apartment - Winner of the NJAA Garden State Awards for Best Managed,"AC,Doorman,Gym,Parking,Patio/Deck,Pool",2.0,1.0,No,Yes,Cats,2450.0,1013,Hackensack,NJ,40.85996665476153,-74.02031137180397,RentDigs.com,1568782032
Three BR Apartment - Convenient to two Metro Stations and the Kingstowne Towne,"Fireplace,Gym,Patio/Deck,Pool",3.0,3.0,No,Yes,,2700.0,1980,Alexandria,VA,38.77231073866981,-77.13140699256833,RentDigs.com,1550816141
One BR 5230 Eastwinds Dr,"Cable or Satellite,Clubhouse,Dishwasher,Doorman,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Tennis",1.0,1.0,No,Thumbnail,"Cats,Dogs",973.0,509,Orlando,FL,28.48037715136461,-81.33768252512941,RentLingo,1577359121
Apartment in great location,Parking,2.0,2.0,No,Yes,,1815.0,1077,Cincinnati,OH,39.13896400640429,-84.45081146559285,RentDigs.com,1568766601
Apartment for rent in del Rey.,"AC,Basketball,Clubhouse,Fireplace,Gym,Parking,Patio/Deck,Playground,Pool,Tennis",1.0,1.0,No,No,,2590.0,664,Marina Del Rey,CA,33.98027457104642,-118.4481122052118,RentDigs.com,1568767949
Pittsburg - 2bd/One BA 800sqft Apartment for rent. $495/mo,Refrigerator,1.0,2.0,No,No,,495.0,800,Pittsburg,KS,37.44912957775986,-94.736054568302,RentDigs.com,1550826790
Studio apartment 20900 Anza Ave,"Basketball,Cable or Satellite,Dishwasher,Elevator,Hot Tub,Parking,Patio/Deck,Pool,Refrigerator,Storage,Tennis",1.0,2.0,No,Thumbnail,"Cats,Dogs",1795.0,456,Torrance,CA,33.80383825224988,-118.31906865372297,RentLingo,1577358445
"Apartment only for $2,478/mo. You Can Stop Looking Now. Parking Available!",Parking,1.0,2.0,No,Yes,,2478.0,525,,,39.813716912888246,-98.5590152415471,RentDigs.com,1568772802
One BR Apartment in Quiet Building - Kearny,"Clubhouse,Gym,Parking,Pool",1.0,1.0,No,Thumbnail,,1985.0,754,Kearny,NJ,40.728862567669296,-74.10703338331041,RentDigs.com,1568747668
Two Spacious BR in Miami. Pet OK!,View,2.0,2.0,No,Yes,"Cats,Dogs",2145.0,945,Miami,FL,25.75311739419028,-80.23345668854475,RentDigs.com,1544241352
Two BR Apartment - Located in the heart of vibrant Koreatown.,,2.0,2.0,No,Thumbnail,,3350.0,1229,Los Angeles,CA,34.053199962559155,-118.31569574938156,RentDigs.com,1550861456
One BA - ready to move in.,"AC,Cable or Satellite,Clubhouse,Storage",1.0,1.0,No,Yes,,1209.0,863,Windermere,FL,28.502695245246283,-81.5476847860539,RentDigs.com,1568762518
Barrington Value. $820/mo,"Parking,Playground,Pool,Washer Dryer",1.0,1.0,No,Thumbnail,,820.0,707,Barrington,NJ,39.90120155017918,-75.04317949099804,RentDigs.com,1568772691
Three BR Apartment - high demand river oaks miami river. Pet OK!,Washer Dryer,2.0,3.0,No,Yes,"Cats,Dogs",2538.0,1260,Miami,FL,25.793010782151068,-80.23169543984517,RentDigs.com,1544240441
Pet Friendly 2+2 Apartment in The Colony,Pool,2.0,2.0,No,Thumbnail,,1485.0,1076,The Colony,TX,33.07661379505286,-96.89593246200654,RentDigs.com,1550841346
"Great Central Location Studio, One BA",,1.0,2.0,No,No,,1490.0,797,Charlotte,NC,35.25404027673926,-80.80433393059354,RentDigs.com,1550815237
One BR Apartment - As the new addition to downtown Bethesda's most desirable,,2.0,1.0,No,Yes,,2870.0,830,Bethesda,MD,39.01584851546168,-77.0736918445898,RentDigs.com,1568758480
One BR 333 Laurel Street,"Dishwasher,Garbage Disposal,Parking,Patio/Deck,Pool,Refrigerator,Storage",1.0,1.0,No,Thumbnail,"Cats,Dogs",1200.0,603,Baton Rouge,LA,30.45625948168211,-91.09740305911912,RentLingo,1577359150
"Amazing One BR, One BA for rent","Clubhouse,Gym",1.0,1.0,No,Thumbnail,,1265.0,749,Grand Prairie,TX,32.71800379087959,-97.03997835852591,RentDigs.com,1550840904
3 BR in Kuna ID 83634,"Dishwasher,Patio/Deck,Refrigerator,Storage,Washer Dryer",2.0,3.0,No,Thumbnail,,1250.0,987,Kuna,ID,43.48918951626952,-116.38965433074604,ListedBuy,1563631277
Two BR Apartment - Large & Bright,"AC,Cable or Satellite,Clubhouse,Dishwasher,Elevator,Fireplace,Gated,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1837.0,1133,Pasadena,MD,39.141754136181966,-76.5106167576767,RentDigs.com,1568780384
Apartment for rent in Laguna Niguel.,"AC,Fireplace,Gated,Gym,Hot Tub,Pool,Refrigerator,Storage",1.0,1.0,No,Yes,,2345.0,822,Laguna Niguel,CA,33.50452398646476,-117.72550857668148,RentDigs.com,1544221144
Two Spacious BR in Blacklick. $859/mo,"Clubhouse,Pool",1.5,2.0,No,Thumbnail,,859.0,1050,Blacklick,OH,39.97643785814349,-82.80252671069346,RentDigs.com,1550848671
Convenient location Studio One BA for rent,Internet Access,1.0,0.0,No,Thumbnail,,1299.0,350,Atlanta,GA,33.780227198840706,-84.37533650687877,RentDigs.com,1550820119
Totally renovated Two BR 1. Five BA Townhouse Apartments,,1.5,2.0,No,Yes,,650.0,985,Hammond,LA,30.479032507592517,-90.44089637747668,RentDigs.com,1550851699
Convenient location Two BR Two BA for rent,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Internet Access,Parking,Pool,Refrigerator,Storage,Washer Dryer",2.0,2.0,No,Yes,,1035.0,1013,Dallas,TX,32.862174302230024,-96.68675798906894,RentDigs.com,1568759617
"Bright Houston, Two BR, Two BA for rent. Pet OK!","Gym,Pool",2.0,2.0,No,Yes,"Cats,Dogs",1460.0,1144,Houston,TX,29.73452027886694,-95.45244597879388,RentDigs.com,1544193981
Two BR Apartment in Quiet Building - Alliance. $599/mo,"Clubhouse,Elevator,Gym",1.0,2.0,No,Yes,"Cats,Dogs",599.0,858,Alliance,OH,40.89564630095236,-81.12954873892508,RentDigs.com,1568759126
"Experience a carefree, relaxing Apartments.","Fireplace,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer,Wood Floors",1.0,2.0,No,Thumbnail,,875.0,756,Avondale,AZ,33.44267522018647,-112.35180943439823,RentDigs.com,1550830974
"Spacious Two BR, Two BA","Fireplace,Gated,Gym,Parking,Patio/Deck,Playground,Pool,Storage,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1040.0,1054,Lithonia,GA,33.698037588083935,-84.19552606004211,RentDigs.com,1568773365
One BR Apartment - Large & Bright. Single Car Garage!,"Gym,Parking,Patio/Deck",1.0,1.0,No,Thumbnail,,2089.0,777,Los Angeles,CA,34.07652075515976,-118.24242839363824,RentDigs.com,1550864298
Two BR - Welcome to Skyridge Apartments.,,2.0,2.0,No,Yes,,910.0,864,Woodstock,GA,34.08521315090804,-84.44766207558327,RentDigs.com,1544283532
Two BR - Two BA - $859/mo - in a great area. Pet OK!,"Clubhouse,Pool",1.5,2.0,No,Thumbnail,"Cats,Dogs",859.0,960,Lancaster,OH,39.68246515735439,-82.63276300097193,RentDigs.com,1550855324
One BR S Ensenada St.,,1.0,1.0,No,Thumbnail,,1200.0,250,Aurora,CO,39.68398072435465,-104.8437765406753,RentLingo,1577015098
Beverly Hills Value!,"Patio/Deck,Pool,Tennis,Washer Dryer",2.0,2.0,No,Yes,,3319.0,1105,Beverly Hills,CA,34.022788748162945,-118.43181853896806,RentDigs.com,1568768043
Super Cute! Apartment for Rent. Pet OK!,"AC,Cable or Satellite,Dishwasher,Fireplace,Garbage Disposal,Patio/Deck,Playground,Refrigerator,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",966.0,1018,Spring,TX,30.155055633764576,-95.40580814867631,RentDigs.com,1544224438
Convenient location Two BR Two BA for rent,"Fireplace,Gym,Parking,Patio/Deck,Storage,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1704.0,984,Bothell,WA,47.84866424245689,-122.22655936922246,RentDigs.com,1568769647
Fairfax - superb Apartment nearby fine dining. Pet OK!,Parking,2.0,2.0,No,Thumbnail,"Cats,Dogs",1730.0,1060,Fairfax,VA,38.838131310076015,-77.33039183171506,RentDigs.com,1550829280
Experience the finest in luxurious apartment Vinings. Parking Available!,Parking,1.0,1.0,No,Thumbnail,"Cats,Dogs",1254.0,806,Atlanta,GA,33.783704244916166,-84.52577317955539,RentDigs.com,1550837975
"Gorgeous Perrysburg, Two BR, Two BA. Pet OK!","Gym,Parking,Pool",2.0,2.0,No,Yes,"Cats,Dogs",1150.0,1151,Perrysburg,OH,41.543762069958525,-83.58953376023126,RentDigs.com,1568744941
Apartments coming in 2018. Single Car Garage!,Parking,2.0,2.0,No,Yes,,1810.0,1160,Winter Garden,FL,28.547772331685785,-81.61404522040657,RentDigs.com,1568763522
1500 N Garrett Ave,"Garbage Disposal,Refrigerator",1.0,1.0,No,Thumbnail,,895.0,650,Dallas,TX,32.80142956055327,-96.79701600468424,GoSection8,1565213415
$740 / Two BR - Great Deal. MUST SEE. Cat OK!,"Dishwasher,Garbage Disposal,Refrigerator",1.0,2.0,No,Thumbnail,Cats,740.0,925,Bellevue,NE,41.16988740172809,-95.89505929468233,RentDigs.com,1550834036
"Great Central Location Four BR, Two BA. Parking Available!",Parking,2.0,4.0,No,Yes,,1795.0,2352,Arlington,TX,32.655050156183215,-97.03766053097428,RentDigs.com,1568771028
"Move-in condition, One BR One BA",,1.0,1.0,No,Yes,,2405.0,796,Jersey City,NJ,40.68839980906042,-74.0312517694787,RentDigs.com,1568779006
Over 906 sf in Indianapolis,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Internet Access,Parking,Patio/Deck,Pool,Storage,View,Washer Dryer",1.0,2.0,No,Yes,"Cats,Dogs",1157.0,906,Indianapolis,IN,39.89660386867072,-85.99901348677545,RentDigs.com,1544258103
"Amazing One BR, One BA for rent","Elevator,Fireplace,Parking,Storage,Wood Floors",1.0,1.0,No,Thumbnail,"Cats,Dogs",725.0,685,Cleveland,OH,41.46970527816338,-81.71535756327803,RentDigs.com,1568749299
"Move-in condition, One BR One BA","Clubhouse,Dishwasher,Gym,Hot Tub,Pool,Storage,Tennis,View,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",790.0,500,West Valley City,UT,40.70189074091293,-111.91521751294448,RentDigs.com,1550812785
"Bright Alexandria, Studio, One BA for rent",Parking,1.0,2.0,No,Thumbnail,,1098.0,395,Alexandria,VA,38.81920580934186,-77.18438069931636,RentDigs.com,1550850957
This Apartment is a must see!,"AC,Fireplace,Parking,Patio/Deck,Pool,Washer Dryer,Wood Floors",2.0,2.0,No,Yes,,3090.0,1236,Newport Beach,CA,33.6208010650469,-117.88813236786127,RentDigs.com,1544218829
Apartment in prime location,"Fireplace,Pool",2.0,2.0,No,Yes,,1316.0,1051,Kissimmee,FL,28.264003253466093,-81.64712689556337,RentDigs.com,1568760085
Apartment in move in condition in Avondale. Pet OK!,,1.0,1.0,No,Thumbnail,"Cats,Dogs",999.0,779,Avondale,AZ,33.49295882351466,-111.27119010935714,RentDigs.com,1550836181
"Roswell, One BR, One BA for rent","Fireplace,Tennis,Washer Dryer",1.0,1.0,No,Yes,,1374.0,860,Roswell,GA,33.992672095045364,-84.33774681505258,RentDigs.com,1568781161
Two Spacious BR in Las Vegas. Pet OK!,"Gated,Gym,Pool,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1170.0,1195,Las Vegas,NV,36.16705357354224,-115.29497341716832,RentDigs.com,1568749509
"Lovely Petersburg, Two BR, Two BA","Gym,Hot Tub,Pool",2.0,2.0,No,Yes,,1106.0,1070,Petersburg,VA,37.19543234773998,-77.44916931869847,RentDigs.com,1550857446
"1,217 sq. ft. - $1,115/mo - ready to move in.","Patio/Deck,Playground,Pool,Washer Dryer",2.0,3.0,No,Yes,"Cats,Dogs",1115.0,1217,Lithonia,GA,33.76677088552618,-84.08716465903295,RentDigs.com,1568777497
"$1,995/mo - must see to believe. Single Car Garage!","Parking,Storage,Washer Dryer",2.0,2.0,No,Thumbnail,,1995.0,1398,Trenton,NJ,40.23480294145323,-74.75583956877178,RentDigs.com,1568781572
"Chicago \ 1,100 sq. ft. - in a great area.","Gated,Refrigerator",1.0,2.0,No,Yes,,900.0,1100,Chicago,IL,41.74525792620542,-87.53742131098727,RentDigs.com,1544238336
Studio in Junction City,"Gym,Playground,Pool,Washer Dryer",1.0,3.0,No,Yes,,950.0,1540,Junction City,KS,39.00736516280472,-96.81203031652844,RentDigs.com,1550822529
Over 547 sf in Henrico,"Cable or Satellite,Clubhouse,Fireplace,Gym,Hot Tub,Pool,Tennis,Washer Dryer",1.0,1.0,No,Thumbnail,"Cats,Dogs",1111.0,547,Henrico,VA,37.6434924521454,-77.49648737365419,RentDigs.com,1550831781
"Great Central Location Two BR, Two BA","AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gated,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer",2.0,2.0,No,Thumbnail,"Cats,Dogs",1159.0,1069,Concord,NC,35.37820783170309,-80.56917784138574,RentDigs.com,1568781223
